data_sinal,prob_alta_proximo_pregao,real_alta_proximo_pregao,acertou,confianca
2023-05-05,0.380447,1,0,alta
2023-05-08,0.487783,1,0,neutra
2023-05-09,0.495141,1,0,neutra
2023-05-10,0.448521,1,0,neutra
2023-05-11,0.509288,1,1,neutra
2023-05-12,0.4955,1,0,neutra
2023-05-15,0.509307,0,0,neutra
2023-05-16,0.552107,1,1,neutra
2023-05-17,0.461792,1,0,neutra
2023-05-18,0.582758,1,1,neutra
2023-05-19,0.496904,0,1,neutra
2023-05-22,0.581154,0,0,neutra
2023-05-23,0.508851,0,0,neutra
2023-05-24,0.539493,1,1,neutra
2023-05-25,0.472058,1,0,neutra
2023-05-26,0.477731,0,1,neutra
2023-05-29,0.510679,0,0,neutra
2023-05-30,0.526456,0,0,neutra
2023-05-31,0.487674,1,0,neutra
2023-06-01,0.373415,1,0,alta
2023-06-02,0.553907,1,1,neutra
2023-06-05,0.537852,1,1,neutra
2023-06-06,0.468639,1,0,neutra
2023-06-07,0.463631,0,1,neutra
2023-06-09,0.56478,1,1,neutra
2023-06-12,0.541991,0,0,neutra
2023-06-13,0.505718,1,1,neutra
2023-06-14,0.426269,1,0,neutra
2023-06-15,0.490457,0,1,neutra
2023-06-16,0.528948,1,1,neutra
2023-06-19,0.466289,0,1,neutra
2023-06-20,0.472011,1,0,neutra
2023-06-21,0.400422,0,1,neutra
2023-06-22,0.536097,1,1,neutra
2023-06-23,0.517938,0,0,neutra
2023-06-26,0.510702,0,0,neutra
2023-06-27,0.530789,0,0,neutra
2023-06-28,0.564885,1,1,neutra
2023-06-29,0.497603,0,1,neutra
2023-06-30,0.474294,1,0,neutra
2023-07-03,0.553154,0,0,neutra
2023-07-04,0.503003,1,1,neutra
2023-07-05,0.475571,0,1,neutra
2023-07-06,0.492509,1,0,neutra
2023-07-07,0.366615,0,1,alta
2023-07-10,0.495725,0,1,neutra
2023-07-11,0.545356,1,1,neutra
2023-07-12,0.381526,1,0,alta
2023-07-13,0.496548,0,1,neutra
2023-07-14,0.555661,1,1,neutra
2023-07-17,0.513762,0,0,neutra
2023-07-18,0.518978,0,0,neutra
2023-07-19,0.556626,1,1,neutra
2023-07-20,0.477919,1,0,neutra
2023-07-21,0.471702,1,0,neutra
2023-07-24,0.479433,1,0,neutra
2023-07-25,0.542063,1,1,neutra
2023-07-26,0.43154,0,1,neutra
2023-07-27,0.651939,1,1,alta
2023-07-28,0.492859,1,0,neutra
2023-07-31,0.538568,0,0,neutra
2023-08-01,0.605319,0,0,alta
2023-08-02,0.47653,0,1,neutra
2023-08-03,0.467863,0,1,neutra
2023-08-04,0.537973,0,0,neutra
2023-08-07,0.47262,0,1,neutra
2023-08-08,0.506503,0,0,neutra
2023-08-09,0.501861,0,0,neutra
2023-08-10,0.496126,0,1,neutra
2023-08-11,0.478932,0,1,neutra
2023-08-14,0.510025,0,0,neutra
2023-08-15,0.533763,0,0,neutra
2023-08-16,0.461421,0,1,neutra
2023-08-17,0.491631,1,0,neutra
2023-08-18,0.402853,0,1,neutra
2023-08-21,0.478493,1,0,neutra
2023-08-22,0.501677,1,1,neutra
2023-08-23,0.432731,0,1,neutra
2023-08-24,0.61651,0,0,alta
2023-08-25,0.459389,1,0,neutra
2023-08-28,0.510284,1,1,neutra
2023-08-29,0.490965,0,1,neutra
2023-08-30,0.494767,0,1,neutra
2023-08-31,0.572865,1,1,neutra
2023-09-01,0.52093,0,0,neutra
2023-09-04,0.536421,0,0,neutra
2023-09-05,0.458555,0,1,neutra
2023-09-06,0.534628,0,0,neutra
2023-09-08,0.449066,1,0,neutra
2023-09-11,0.428451,1,0,neutra
2023-09-12,0.460781,1,0,neutra
2023-09-13,0.479713,1,0,neutra
2023-09-14,0.528922,0,0,neutra
2023-09-15,0.537796,0,0,neutra
2023-09-18,0.457213,0,1,neutra
2023-09-19,0.491471,1,0,neutra
2023-09-20,0.453135,0,1,neutra
2023-09-21,0.507477,0,0,neutra
2023-09-22,0.549281,0,0,neutra
2023-09-25,0.502237,0,0,neutra
2023-09-26,0.488839,1,0,neutra
2023-09-27,0.530345,1,1,neutra
2023-09-28,0.399417,1,0,alta
2023-09-29,0.51668,0,0,neutra
2023-10-02,0.586979,0,0,neutra
2023-10-03,0.531983,1,1,neutra
2023-10-04,0.473568,0,1,neutra
2023-10-05,0.508981,1,1,neutra
2023-10-06,0.479324,1,0,neutra
2023-10-09,0.47175,1,0,neutra
2023-10-10,0.435133,1,0,neutra
2023-10-11,0.528712,0,0,neutra
2023-10-13,0.438891,1,0,neutra
2023-10-16,0.371459,0,1,alta
2023-10-17,0.554496,0,0,neutra
2023-10-18,0.54315,0,0,neutra
2023-10-19,0.387931,0,1,alta
2023-10-20,0.451916,0,1,neutra
2023-10-23,0.413658,1,0,neutra
2023-10-24,0.524851,0,0,neutra
2023-10-25,0.510387,1,1,neutra
2023-10-26,0.38794,0,1,alta
2023-10-27,0.584707,0,0,neutra
2023-10-30,0.474429,1,0,neutra
2023-10-31,0.481294,1,0,neutra
2023-11-01,0.527333,0,0,neutra
2023-11-03,0.493182,1,0,neutra
2023-11-06,0.612439,1,1,alta
2023-11-07,0.405438,0,1,neutra
2023-11-08,0.463001,0,1,neutra
2023-11-09,0.534632,1,1,neutra
2023-11-10,0.408522,0,1,neutra
2023-11-13,0.495547,1,0,neutra
2023-11-14,0.392185,0,1,alta
2023-11-16,0.475181,1,0,neutra
2023-11-17,0.410512,1,0,neutra
2023-11-20,0.480168,0,1,neutra
2023-11-21,0.538321,1,1,neutra
2023-11-22,0.513406,1,1,neutra
2023-11-23,0.507749,0,0,neutra
2023-11-24,0.454222,1,0,neutra
2023-11-27,0.465864,1,0,neutra
2023-11-28,0.444914,0,1,neutra
2023-11-29,0.449417,1,0,neutra
2023-11-30,0.55725,1,1,neutra
2023-12-01,0.433729,0,1,neutra
2023-12-04,0.519463,1,1,neutra
2023-12-05,0.442534,0,1,neutra
2023-12-06,0.560648,1,1,neutra
2023-12-07,0.417122,1,0,neutra
2023-12-08,0.47557,0,1,neutra
2023-12-11,0.516417,0,0,neutra
2023-12-12,0.543962,1,1,neutra
2023-12-13,0.381018,1,0,alta
2023-12-14,0.462482,0,1,neutra
2023-12-15,0.616305,1,1,alta
2023-12-18,0.460913,1,0,neutra
2023-12-19,0.475251,0,1,neutra
2023-12-20,0.602373,1,1,alta
2023-12-21,0.431476,1,0,neutra
2023-12-22,0.431266,0,1,neutra
2023-12-26,0.499974,1,0,neutra
2023-12-27,0.47523,0,1,neutra
2023-12-28,0.583955,0,0,neutra
2024-01-02,0.487954,1,0,neutra
2024-01-03,0.471431,0,1,neutra
2024-01-04,0.495544,1,0,neutra
2024-01-05,0.443145,1,0,neutra
2024-01-08,0.436724,0,1,neutra
2024-01-09,0.522784,0,0,neutra
2024-01-10,0.520765,0,0,neutra
2024-01-11,0.535322,1,1,neutra
2024-01-12,0.483304,1,0,neutra
2024-01-15,0.501386,0,0,neutra
2024-01-16,0.440361,0,1,neutra
2024-01-17,0.428385,0,1,neutra
2024-01-18,0.517328,1,1,neutra
2024-01-19,0.513146,0,0,neutra
2024-01-22,0.484934,1,0,neutra
2024-01-23,0.553388,0,0,neutra
2024-01-24,0.507745,1,1,neutra
2024-01-25,0.528995,1,1,neutra
2024-01-26,0.422351,0,1,neutra
2024-01-29,0.559481,0,0,neutra
2024-01-30,0.45489,1,0,neutra
2024-01-31,0.47224,1,0,neutra
2024-02-01,0.484673,0,1,neutra
2024-02-02,0.600816,1,1,alta
2024-02-05,0.50335,1,1,neutra
2024-02-06,0.479826,0,1,neutra
2024-02-07,0.516858,0,0,neutra
2024-02-08,0.556578,0,0,neutra
2024-02-09,0.477386,0,1,neutra
2024-02-14,0.424112,1,0,neutra
2024-02-15,0.475574,1,0,neutra
2024-02-16,0.557229,1,1,neutra
2024-02-19,0.484076,1,0,neutra
2024-02-20,0.47327,1,0,neutra
2024-02-21,0.494363,1,0,neutra
2024-02-22,0.553198,0,0,neutra
2024-02-23,0.503153,1,1,neutra
2024-02-26,0.453461,1,0,neutra
2024-02-27,0.450107,0,1,neutra
2024-02-28,0.526956,0,0,neutra
2024-02-29,0.515798,1,1,neutra
2024-03-01,0.507614,0,0,neutra
2024-03-04,0.515702,0,0,neutra
2024-03-05,0.447779,1,0,neutra
2024-03-06,0.476763,0,1,neutra
2024-03-07,0.424916,0,1,neutra
2024-03-08,0.558249,0,0,neutra
2024-03-11,0.503176,1,1,neutra
2024-03-12,0.520103,1,1,neutra
2024-03-13,0.48793,0,1,neutra
2024-03-14,0.552638,0,0,neutra
2024-03-15,0.46922,1,0,neutra
2024-03-18,0.544414,1,1,neutra
2024-03-19,0.474044,1,0,neutra
2024-03-20,0.441308,0,1,neutra
2024-03-21,0.585058,0,0,neutra
2024-03-22,0.503206,0,0,neutra
2024-03-25,0.458398,0,1,neutra
2024-03-26,0.505042,1,1,neutra
2024-03-27,0.46421,1,0,neutra
2024-03-28,0.4987,0,1,neutra
2024-04-01,0.465307,1,0,neutra
2024-04-02,0.492864,0,1,neutra
2024-04-03,0.407108,1,0,neutra
2024-04-04,0.52307,0,0,neutra
2024-04-05,0.465573,1,0,neutra
2024-04-08,0.460813,1,0,neutra
2024-04-09,0.481994,0,1,neutra
2024-04-10,0.621253,0,0,alta
2024-04-11,0.509076,0,0,neutra
2024-04-12,0.544374,0,0,neutra
2024-04-15,0.526884,0,0,neutra
2024-04-16,0.445338,0,1,neutra
2024-04-17,0.461539,1,0,neutra
2024-04-18,0.540149,1,1,neutra
2024-04-19,0.387947,1,0,alta
2024-04-22,0.520307,0,0,neutra
2024-04-23,0.46999,0,1,neutra
2024-04-24,0.594384,0,0,neutra
2024-04-25,0.442173,1,0,neutra
2024-04-26,0.520363,1,1,neutra
2024-04-29,0.48466,0,1,neutra
2024-04-30,0.56474,0,0,neutra
2024-05-02,0.428698,1,0,neutra
2024-05-03,0.449421,0,1,neutra
2024-05-06,0.492452,1,0,neutra
2024-05-07,0.4853,1,0,neutra
2024-05-08,0.459019,0,1,neutra
2024-05-09,0.501259,0,0,neutra
2024-05-10,0.565577,1,1,neutra
2024-05-13,0.500436,1,1,neutra
2024-05-14,0.495692,0,1,neutra
2024-05-15,0.461024,1,0,neutra
2024-05-16,0.507651,0,0,neutra
2024-05-17,0.483674,0,1,neutra
2024-05-20,0.520948,0,0,neutra
2024-05-21,0.45459,0,1,neutra
2024-05-22,0.518611,0,0,neutra
2024-05-23,0.507887,0,0,neutra
2024-05-24,0.411305,1,0,neutra
2024-05-27,0.533371,0,0,neutra
2024-05-28,0.485288,0,1,neutra
2024-05-29,0.475959,0,1,neutra
2024-05-31,0.482682,0,1,neutra
2024-06-03,0.53363,0,0,neutra
2024-06-04,0.467184,0,1,neutra
2024-06-05,0.493911,1,0,neutra
2024-06-06,0.459461,0,1,neutra
2024-06-07,0.530726,0,0,neutra
2024-06-10,0.513213,1,1,neutra
2024-06-11,0.491353,0,1,neutra
2024-06-12,0.487578,0,1,neutra
2024-06-13,0.518282,1,1,neutra
2024-06-14,0.488822,0,1,neutra
2024-06-17,0.443556,1,0,neutra
2024-06-18,0.502476,1,1,neutra
2024-06-19,0.525681,1,1,neutra
2024-06-20,0.474633,1,0,neutra
2024-06-21,0.427543,1,0,neutra
2024-06-24,0.434775,0,1,neutra
2024-06-25,0.496391,1,0,neutra
2024-06-26,0.542981,1,1,neutra
2024-06-27,0.420054,0,1,neutra
2024-06-28,0.522303,1,1,neutra
2024-07-01,0.514968,1,1,neutra
2024-07-02,0.491154,1,0,neutra
2024-07-03,0.485838,1,0,neutra
2024-07-04,0.491213,1,0,neutra
2024-07-05,0.476324,1,0,neutra
2024-07-08,0.460913,1,0,neutra
2024-07-09,0.498805,1,0,neutra
2024-07-10,0.486322,1,0,neutra
2024-07-11,0.492318,1,0,neutra
2024-07-12,0.463558,1,0,neutra
2024-07-15,0.474244,0,1,neutra
2024-07-16,0.476987,1,0,neutra
2024-07-17,0.457872,0,1,neutra
2024-07-18,0.530021,0,0,neutra
2024-07-19,0.473727,1,0,neutra
2024-07-22,0.459994,0,1,neutra
2024-07-23,0.523384,0,0,neutra
2024-07-24,0.471283,0,1,neutra
2024-07-25,0.413886,1,0,neutra
2024-07-26,0.46963,0,1,neutra
2024-07-29,0.564685,0,0,neutra
2024-07-30,0.472194,1,0,neutra
2024-07-31,0.517609,0,0,neutra
2024-08-01,0.492697,0,1,neutra
2024-08-02,0.334797,0,1,alta
2024-08-05,0.204107,1,0,alta
2024-08-06,0.602878,1,1,alta
2024-08-07,0.516394,1,1,neutra
2024-08-08,0.442001,1,0,neutra
2024-08-09,0.469145,1,0,neutra
2024-08-12,0.49996,1,0,neutra
2024-08-13,0.436702,1,0,neutra
2024-08-14,0.489995,1,0,neutra
2024-08-15,0.523203,0,0,neutra
2024-08-16,0.538783,1,1,neutra
2024-08-19,0.419918,1,0,neutra
2024-08-20,0.502,1,1,neutra
2024-08-21,0.48077,0,1,neutra
2024-08-22,0.575334,1,1,neutra
2024-08-23,0.459175,1,0,neutra
2024-08-26,0.478043,0,1,neutra
2024-08-27,0.496937,1,0,neutra
2024-08-28,0.500301,0,0,neutra
2024-08-29,0.535434,0,0,neutra
2024-08-30,0.546897,0,0,neutra
2024-09-02,0.485984,0,1,neutra
2024-09-03,0.48944,1,0,neutra
2024-09-04,0.354852,1,0,alta
2024-09-05,0.469065,0,1,neutra
2024-09-06,0.498931,1,0,neutra
2024-09-09,0.496334,0,1,neutra
2024-09-10,0.504121,1,1,neutra
2024-09-11,0.460212,0,1,neutra
2024-09-12,0.563214,1,1,neutra
2024-09-13,0.464443,1,0,neutra
2024-09-16,0.475378,0,1,neutra
2024-09-17,0.50465,0,0,neutra
2024-09-18,0.500503,0,0,neutra
2024-09-19,0.511083,0,0,neutra
2024-09-20,0.576523,0,0,neutra
2024-09-23,0.500943,1,1,neutra
2024-09-24,0.505699,0,0,neutra
2024-09-25,0.499076,1,0,neutra
2024-09-26,0.578245,0,0,neutra
2024-09-27,0.548552,0,0,neutra
2024-09-30,0.46642,1,0,neutra
2024-10-01,0.522054,1,1,neutra
2024-10-02,0.463613,0,1,neutra
2024-10-03,0.545547,1,1,neutra
2024-10-04,0.530935,1,1,neutra
2024-10-07,0.56119,0,0,neutra
2024-10-08,0.377925,0,1,alta
2024-10-09,0.516727,1,1,neutra
2024-10-10,0.519082,0,0,neutra
2024-10-11,0.48655,1,0,neutra
2024-10-14,0.490826,1,0,neutra
2024-10-15,0.470558,1,0,neutra
2024-10-16,0.462808,0,1,neutra
2024-10-17,0.485586,0,1,neutra
2024-10-18,0.518657,0,0,neutra
2024-10-21,0.494612,0,1,neutra
2024-10-22,0.460069,0,1,neutra
2024-10-23,0.523274,1,1,neutra
2024-10-24,0.434218,0,1,neutra
2024-10-25,0.493012,1,0,neutra
2024-10-28,0.51293,0,0,neutra
2024-10-29,0.51813,0,0,neutra
2024-10-30,0.463165,0,1,neutra
2024-10-31,0.482041,0,1,neutra
2024-11-01,0.497807,1,0,neutra
2024-11-04,0.451077,1,0,neutra
2024-11-05,0.474561,0,1,neutra
2024-11-06,0.558695,0,0,neutra
2024-11-07,0.483951,0,1,neutra
2024-11-08,0.52803,1,1,neutra
2024-11-11,0.473877,0,1,neutra
2024-11-12,0.445841,1,0,neutra
2024-11-13,0.449327,1,0,neutra
2024-11-14,0.457592,0,1,neutra
2024-11-18,0.474772,1,0,neutra
2024-11-19,0.494182,0,1,neutra
2024-11-21,0.476602,1,0,neutra
2024-11-22,0.45996,0,1,neutra
2024-11-25,0.488567,1,0,neutra
2024-11-26,0.476119,0,1,neutra
2024-11-27,0.513505,0,0,neutra
2024-11-28,0.495271,1,0,neutra
2024-11-29,0.451088,0,1,neutra
2024-12-02,0.538316,1,1,neutra
2024-12-03,0.521776,0,0,neutra
2024-12-04,0.469461,1,0,neutra
2024-12-05,0.414817,0,1,neutra
2024-12-06,0.526128,1,1,neutra
2024-12-09,0.480814,1,0,neutra
2024-12-10,0.513494,1,1,neutra
2024-12-11,0.477806,0,1,neutra
2024-12-12,0.606257,0,0,alta
2024-12-13,0.488835,0,1,neutra
2024-12-16,0.506487,1,1,neutra
2024-12-17,0.461562,0,1,neutra
2024-12-18,0.688724,1,1,alta
2024-12-19,0.427904,1,0,neutra
2024-12-20,0.394868,0,1,alta
2024-12-23,0.564356,0,0,neutra
2024-12-26,0.496512,0,1,neutra
2024-12-27,0.49908,1,0,neutra
2024-12-30,0.481975,0,1,neutra
2025-01-02,0.486556,0,1,neutra
2025-01-03,0.490873,1,0,neutra
2025-01-06,0.44198,1,0,neutra
2025-01-07,0.494784,0,1,neutra
2025-01-08,0.529257,1,1,neutra
2025-01-09,0.469339,0,1,neutra
2025-01-10,0.467665,1,0,neutra
2025-01-13,0.453784,1,0,neutra
2025-01-14,0.460663,1,0,neutra
2025-01-15,0.404022,0,1,neutra
2025-01-16,0.5457,1,1,neutra
2025-01-17,0.481622,1,0,neutra
2025-01-20,0.521676,1,1,neutra
2025-01-21,0.501034,0,0,neutra
2025-01-22,0.499717,0,1,neutra
2025-01-23,0.473106,0,1,neutra
2025-01-24,0.487617,1,0,neutra
2025-01-27,0.490435,0,1,neutra
2025-01-28,0.487016,0,1,neutra
2025-01-29,0.514794,1,1,neutra
2025-01-30,0.433776,0,1,neutra
2025-01-31,0.535473,0,0,neutra
2025-02-03,0.476106,0,1,neutra
2025-02-04,0.517227,1,1,neutra
2025-02-05,0.473273,1,0,neutra
2025-02-06,0.521332,0,0,neutra
2025-02-07,0.543776,1,1,neutra
2025-02-10,0.506158,1,1,neutra
2025-02-11,0.457923,0,1,neutra
2025-02-12,0.573137,1,1,neutra
2025-02-13,0.492512,1,0,neutra
2025-02-14,0.440493,1,0,neutra
2025-02-17,0.498795,0,1,neutra
2025-02-18,0.533562,0,0,neutra
2025-02-19,0.538766,1,1,neutra
2025-02-20,0.419332,0,1,neutra
2025-02-21,0.608267,0,0,alta
2025-02-24,0.508338,1,1,neutra
2025-02-25,0.452607,0,1,neutra
2025-02-26,0.561423,1,1,neutra
2025-02-27,0.518946,0,0,neutra
2025-02-28,0.415941,0,1,neutra
2025-03-05,0.52043,1,1,neutra
2025-03-06,0.492917,1,0,neutra
2025-03-07,0.405249,0,1,neutra
2025-03-10,0.509037,0,0,neutra
2025-03-11,0.452441,1,0,neutra
2025-03-12,0.487313,1,0,neutra
2025-03-13,0.459764,1,0,neutra
2025-03-14,0.443961,1,0,neutra
2025-03-17,0.492687,1,0,neutra
2025-03-18,0.53415,1,1,neutra
2025-03-19,0.484848,0,1,neutra
2025-03-20,0.494247,1,0,neutra
2025-03-21,0.470195,0,1,neutra
2025-03-24,0.518496,1,1,neutra
2025-03-25,0.445531,1,0,neutra
2025-03-26,0.54923,1,1,neutra
2025-03-27,0.436592,0,1,neutra
2025-03-28,0.45828,0,1,neutra
2025-03-31,0.392468,1,0,alta
2025-04-01,0.508583,1,1,neutra
2025-04-02,0.481641,0,1,neutra
2025-04-03,0.320454,0,1,alta
2025-04-04,0.548529,0,0,neutra
2025-04-07,0.320413,0,1,alta
2025-04-08,0.616998,1,1,alta
2025-04-09,0.443549,0,1,neutra
2025-04-10,0.716059,1,1,alta
2025-04-11,0.405571,1,0,neutra
2025-04-14,0.560241,0,0,neutra
2025-04-15,0.564944,0,0,neutra
2025-04-16,0.379033,1,0,alta
2025-04-17,0.514019,0,0,neutra
2025-04-22,0.533727,1,1,neutra
2025-04-23,0.612468,1,1,alta
2025-04-24,0.414948,1,0,neutra
2025-04-25,0.527151,1,1,neutra
2025-04-28,0.455107,1,0,neutra
2025-04-29,0.512708,0,0,neutra
2025-04-30,0.461636,0,1,neutra
2025-05-02,0.478913,0,1,neutra
2025-05-05,0.496084,1,0,neutra
2025-05-06,0.435666,0,1,neutra
2025-05-07,0.483532,1,0,neutra
2025-05-08,0.547759,1,1,neutra
2025-05-09,0.529707,1,1,neutra
2025-05-12,0.689456,1,1,alta
2025-05-13,0.429833,0,1,neutra
2025-05-14,0.559772,1,1,neutra
2025-05-15,0.443274,0,1,neutra
2025-05-16,0.493995,1,0,neutra
2025-05-19,0.438844,1,0,neutra
2025-05-20,0.480377,0,1,neutra
2025-05-21,0.508599,0,0,neutra
2025-05-22,0.48716,1,0,neutra
2025-05-23,0.440978,1,0,neutra
2025-05-26,0.511591,1,1,neutra
2025-05-27,0.527302,0,0,neutra
2025-05-28,0.509763,0,0,neutra
2025-05-29,0.519266,0,0,neutra
2025-05-30,0.461913,0,1,neutra
2025-06-02,0.45047,1,0,neutra
2025-06-03,0.557861,0,0,neutra
2025-06-04,0.499185,0,1,neutra
2025-06-05,0.521774,0,0,neutra
2025-06-06,0.497021,0,1,neutra
2025-06-09,0.508102,1,1,neutra
2025-06-10,0.461287,1,0,neutra
2025-06-11,0.435029,1,0,neutra
2025-06-12,0.376961,0,1,alta
2025-06-13,0.459844,1,0,neutra
2025-06-16,0.466047,0,1,neutra
2025-06-17,0.550726,0,0,neutra
2025-06-18,0.452911,0,1,neutra
2025-06-20,0.496553,0,1,neutra
2025-06-23,0.424149,1,0,neutra
2025-06-24,0.488658,0,1,neutra
2025-06-25,0.468908,1,0,neutra
2025-06-26,0.442906,0,1,neutra
2025-06-27,0.513329,1,1,neutra
2025-06-30,0.411783,1,0,neutra
2025-07-01,0.440453,0,1,neutra
2025-07-02,0.472354,1,0,neutra
2025-07-03,0.498658,1,0,neutra
2025-07-04,0.403437,0,1,neutra
2025-07-07,0.503043,0,0,neutra
2025-07-08,0.638585,0,0,alta
2025-07-09,0.493681,0,1,neutra
2025-07-10,0.537407,0,0,neutra
2025-07-11,0.525478,0,0,neutra
2025-07-14,0.527407,0,0,neutra
2025-07-15,0.545119,1,1,neutra
2025-07-16,0.423266,1,0,neutra
2025-07-17,0.510756,0,0,neutra
2025-07-18,0.486172,1,0,neutra
2025-07-21,0.442168,0,1,neutra
2025-07-22,0.421053,1,0,neutra
2025-07-23,0.541463,0,0,neutra
2025-07-24,0.540982,0,0,neutra
2025-07-25,0.4563,0,1,neutra
2025-07-28,0.53538,1,1,neutra
2025-07-29,0.49622,1,0,neutra
2025-07-30,0.511137,0,0,neutra
2025-07-31,0.352577,0,1,alta
2025-08-01,0.316002,1,0,alta
2025-08-04,0.450474,1,0,neutra
2025-08-05,0.470745,1,0,neutra
2025-08-06,0.414067,1,0,neutra
2025-08-07,0.490759,0,1,neutra
2025-08-08,0.454773,0,1,neutra
2025-08-11,0.495615,1,0,neutra
2025-08-12,0.419694,0,1,neutra
2025-08-13,0.534301,0,0,neutra
2025-08-14,0.498767,0,1,neutra
2025-08-15,0.461958,1,0,neutra
2025-08-18,0.480451,0,1,neutra
2025-08-19,0.486267,1,0,neutra
2025-08-20,0.458067,0,1,neutra
2025-08-21,0.524324,1,1,neutra
2025-08-22,0.418188,1,0,neutra
2025-08-25,0.609257,0,0,alta
2025-08-26,0.427136,1,0,neutra
2025-08-27,0.466832,1,0,neutra
2025-08-28,0.444776,1,0,neutra
2025-08-29,0.486693,0,1,neutra
2025-09-01,0.487606,0,1,neutra
2025-09-02,0.499449,0,1,neutra
2025-09-03,0.457356,1,0,neutra
2025-09-04,0.494448,1,0,neutra
2025-09-05,0.452412,0,1,neutra
2025-09-08,0.529502,0,0,neutra
2025-09-09,0.539836,1,1,neutra
2025-09-10,0.544972,1,1,neutra
2025-09-11,0.503377,0,0,neutra
2025-09-12,0.544093,1,1,neutra
2025-09-15,0.530992,1,1,neutra
2025-09-16,0.447396,1,0,neutra
2025-09-17,0.460167,0,1,neutra
2025-09-18,0.548995,1,1,neutra
2025-09-19,0.479262,0,1,neutra
2025-09-22,0.494301,1,0,neutra
2025-09-23,0.46154,1,0,neutra
2025-09-24,0.532489,0,0,neutra
2025-09-25,0.502788,1,1,neutra
2025-09-26,0.370795,1,0,alta
2025-09-29,0.529933,0,0,neutra
2025-09-30,0.483366,0,1,neutra
2025-10-01,0.486004,0,1,neutra
2025-10-02,0.561646,1,1,neutra
2025-10-03,0.49473,0,1,neutra
2025-10-06,0.551228,0,0,neutra
2025-10-07,0.540581,1,1,neutra
2025-10-08,0.489173,0,1,neutra
2025-10-09,0.526421,0,0,neutra
2025-10-10,0.381637,1,0,alta
2025-10-13,0.482186,0,1,neutra
2025-10-14,0.433653,1,0,neutra
2025-10-15,0.509616,0,0,neutra
2025-10-16,0.561918,1,1,neutra
2025-10-17,0.317558,1,0,alta
2025-10-20,0.547082,0,0,neutra
2025-10-21,0.468674,1,0,neutra
2025-10-22,0.445489,1,0,neutra
2025-10-23,0.453359,1,0,neutra
2025-10-24,0.506531,1,1,neutra
2025-10-27,0.543261,1,1,neutra
2025-10-28,0.450797,1,0,neutra
2025-10-29,0.552066,1,1,neutra
2025-10-30,0.432304,1,0,neutra
2025-10-31,0.504572,1,1,neutra
2025-11-03,0.51445,1,1,neutra
2025-11-04,0.438918,1,0,neutra
2025-11-05,0.38346,1,0,alta
2025-11-06,0.476887,1,0,neutra
2025-11-07,0.414933,1,0,neutra
2025-11-10,0.591496,1,1,neutra
2025-11-11,0.5013,0,0,neutra
2025-11-12,0.5194,0,0,neutra
2025-11-13,0.479901,1,0,neutra
2025-11-14,0.410969,0,1,neutra
2025-11-17,0.540452,0,0,neutra
2025-11-18,0.400364,0,1,neutra
2025-11-19,0.49825,0,1,neutra
2025-11-21,0.354829,1,0,alta
2025-11-24,0.497688,1,0,neutra
2025-11-25,0.457653,1,0,neutra
2025-11-26,0.540791,0,0,neutra
2025-11-27,0.514867,1,1,neutra
2025-11-28,0.467961,0,1,neutra
2025-12-01,0.475208,1,0,neutra
2025-12-02,0.482552,1,0,neutra
2025-12-03,0.476136,1,0,neutra
2025-12-04,0.526792,0,0,neutra
2025-12-05,0.568748,1,1,neutra
2025-12-08,0.51752,0,0,neutra
2025-12-09,0.497507,1,0,neutra
2025-12-10,0.462336,1,0,neutra
2025-12-11,0.451869,1,0,neutra
2025-12-12,0.51856,1,1,neutra
2025-12-15,0.448777,0,1,neutra
2025-12-16,0.459456,0,1,neutra
2025-12-17,0.53687,1,1,neutra
2025-12-18,0.508675,1,1,neutra
2025-12-19,0.536695,0,0,neutra
2025-12-22,0.546461,1,1,neutra
2025-12-23,0.48997,0,1,neutra
2025-12-26,0.50536,0,0,neutra
2025-12-29,0.52753,1,1,neutra
2025-12-30,0.524766,0,0,neutra
2026-01-02,0.532941,1,1,neutra
2026-01-05,0.573547,1,1,neutra
2026-01-06,0.56028,0,0,neutra
2026-01-07,0.508339,1,1,neutra
2026-01-08,0.492011,1,0,neutra
2026-01-09,0.548853,0,0,neutra
2026-01-12,0.534052,0,0,neutra
2026-01-13,0.571585,1,1,neutra
2026-01-14,0.50102,1,1,neutra
2026-01-15,0.475747,0,1,neutra
2026-01-16,0.514746,1,1,neutra
2026-01-19,0.474288,1,0,neutra
2026-01-20,0.453957,1,0,neutra
2026-01-21,0.460748,1,0,neutra
2026-01-22,0.499527,1,0,neutra
2026-01-23,0.514055,0,0,neutra
2026-01-26,0.471723,1,0,neutra
2026-01-27,0.569653,1,1,neutra
2026-01-28,0.581265,0,0,neutra
2026-01-29,0.550362,0,0,neutra
2026-01-30,0.564583,1,1,neutra
2026-02-02,0.415777,1,0,neutra
2026-02-03,0.613688,0,0,alta
2026-02-04,0.605163,1,1,alta
2026-02-05,0.491932,1,0,neutra
2026-02-06,0.563092,1,1,neutra
2026-02-09,0.566787,0,0,neutra
2026-02-10,0.577565,1,1,neutra
2026-02-11,0.522773,0,0,neutra
2026-02-12,0.594206,0,0,neutra
2026-02-13,0.507932,0,0,neutra
2026-02-18,0.616659,1,1,alta
2026-02-19,0.553104,1,1,neutra
2026-02-20,0.543401,0,0,neutra
2026-02-23,0.545135,1,1,neutra
